videoID,startingTimeStamp,endingTimeStamp,is_anime,is_videoGame,is_fastRepetitiveMovement,is_cartoonCharacter,is_appearanceUnpleasant,is_violenceActivity,is_obscene,is_audio,is_loud,is_screaming,is_explosion,videoClass,audioClass
VQ7GLnRaeHM,20,30,yes,no,no,yes,no,yes,yes,yes,no,no,no,0,0
VQ7GLnRaeHM,50,60,yes,no,no,yes,no,no,no,yes,no,no,no,0,0
Wb3b1dYFA7o,0,10,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
Wb3b1dYFA7o,90,100,no,yes,no,yes,yes,no,yes,yes,not-sure,no,no,1,0
Wb3b1dYFA7o,30,40,no,no,no,no,no,no,no,yes,no,no,no,0,0
Wb3b1dYFA7o,120,130,yes,yes,no,yes,yes,no,no,no,no,no,no,0,0
Wb3b1dYFA7o,40,50,no,yes,no,no,no,no,no,yes,no,no,no,0,0
wdREGe3_9gY,0,10,yes,yes,no,yes,no,no,no,not-sure,no,no,no,0,0
wdREGe3_9gY,90,100,yes,yes,no,yes,no,no,no,not-sure,not-sure,not-sure,no,0,0
wdREGe3_9gY,70,80,yes,yes,no,yes,no,no,no,no,no,no,no,0,0
wdREGe3_9gY,50,60,yes,yes,no,yes,no,no,no,no,no,no,no,0,0
wdREGe3_9gY,40,50,no,yes,no,yes,no,no,no,no,no,no,no,0,0
wJBSeKbPpNk,0,10,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
wJBSeKbPpNk,80,90,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
wJBSeKbPpNk,50,60,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
wJBSeKbPpNk,60,70,no,yes,yes,yes,no,no,no,yes,not-sure,no,no,1,0
wJBSeKbPpNk,40,50,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
WlSAwyg_i10,0,10,no,no,yes,no,no,no,no,not-sure,yes,no,no,0,0
WlSAwyg_i10,10,20,no,no,yes,yes,yes,yes,no,yes,no,no,no,1,0
WlSAwyg_i10,20,30,no,yes,no,yes,no,not-sure,no,not-sure,no,no,no,0,0
WlSAwyg_i10,30,40,no,yes,yes,yes,yes,no,no,yes,no,no,no,1,0
WlSAwyg_i10,40,50,no,yes,yes,not-sure,yes,no,no,yes,yes,no,no,1,1
WNwrx9dvzpw,0,10,no,not-sure,yes,no,no,no,no,yes,no,no,no,0,0
WNwrx9dvzpw,10,20,not-sure,no,yes,not-sure,yes,not-sure,no,yes,yes,no,no,0,0
WNwrx9dvzpw,20,30,no,no,yes,no,no,no,no,yes,yes,no,no,0,0
WNwrx9dvzpw,30,40,no,yes,yes,no,no,no,no,yes,yes,yes,no,1,1
WNwrx9dvzpw,40,50,no,no,yes,no,no,no,no,yes,yes,no,no,0,0
WpOd2kbgYVM,0,10,no,no,no,no,no,no,no,yes,yes,no,no,0,0
WpOd2kbgYVM,90,100,no,no,no,no,no,no,no,yes,not-sure,no,no,0,0
WpOd2kbgYVM,30,40,no,no,no,no,no,no,no,yes,no,no,no,0,0
WpOd2kbgYVM,60,70,no,no,no,no,no,no,no,yes,not-sure,no,no,0,0
WpOd2kbgYVM,40,50,no,no,no,no,no,no,no,yes,no,no,no,0,0
WucoAoMioZs,0,10,yes,no,no,yes,no,no,no,yes,no,no,no,0,0
wyE2EnAWSRk,0,10,no,no,no,no,no,no,no,yes,no,no,no,0,0
wyE2EnAWSRk,90,100,yes,no,no,yes,no,yes,yes,yes,no,no,no,0,0
wyE2EnAWSRk,60,70,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
wyE2EnAWSRk,380,390,no,no,yes,yes,no,no,no,yes,no,no,no,1,1
wyE2EnAWSRk,130,140,no,yes,yes,yes,no,not-sure,no,yes,no,no,no,1,0
x3KPbc8etS4,0,10,no,yes,yes,yes,yes,not-sure,not-sure,yes,no,not-sure,no,1,0
x3KPbc8etS4,50,60,no,no,yes,no,no,no,no,no,no,no,no,0,0
x3KPbc8etS4,30,40,no,yes,yes,no,no,no,no,yes,no,no,no,1,0
x3KPbc8etS4,40,50,no,not-sure,yes,yes,yes,not-sure,no,yes,no,no,no,1,0
x3KPbc8etS4,20,30,no,not-sure,yes,no,no,no,no,yes,yes,yes,no,0,0
X5OZLp_RABQ,0,10,yes,yes,yes,yes,yes,not-sure,not-sure,yes,yes,not-sure,no,0,0
X5OZLp_RABQ,10,20,yes,yes,yes,yes,yes,not-sure,yes,yes,no,no,no,0,0
X5OZLp_RABQ,20,30,no,not-sure,yes,yes,yes,not-sure,not-sure,yes,no,yes,no,1,1
X5OZLp_RABQ,30,40,not-sure,not-sure,yes,yes,yes,no,yes,yes,no,not-sure,no,0,0
X5OZLp_RABQ,40,50,no,no,yes,yes,yes,yes,not-sure,yes,no,yes,no,1,1
xAG_zl3s_5s,0,10,no,no,yes,yes,yes,yes,yes,yes,no,no,no,1,1
xAG_zl3s_5s,10,20,no,no,yes,no,no,no,no,yes,no,no,no,0,0
xAG_zl3s_5s,20,30,no,no,yes,no,no,no,no,yes,no,no,no,0,0
xAG_zl3s_5s,30,40,no,no,yes,no,no,no,no,no,no,no,no,0,0
xD3fwQypihQ,0,10,yes,no,yes,yes,no,no,no,no,no,no,no,0,0
xD3fwQypihQ,10,20,no,no,yes,yes,no,no,no,no,no,no,no,1,0
xD3fwQypihQ,20,30,no,no,no,yes,no,no,no,no,no,no,no,0,0
xD3fwQypihQ,30,40,no,no,no,yes,no,no,no,no,no,no,no,0,0
xD3fwQypihQ,40,50,no,no,no,yes,no,no,no,no,no,no,no,0,0
xhrrcyIEc3k,0,10,yes,no,no,yes,yes,not-sure,not-sure,yes,no,not-sure,no,0,0
XJvFBcfMutI,0,10,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
XJvFBcfMutI,90,100,no,yes,no,yes,no,not-sure,no,yes,no,not-sure,no,0,0
XJvFBcfMutI,140,150,no,yes,no,not-sure,no,no,no,yes,no,no,no,0,0
XJvFBcfMutI,10,20,no,yes,no,no,no,no,no,yes,no,yes,no,0,1
XJvFBcfMutI,60,70,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
xMAlV6YGGB0,0,10,no,yes,no,no,no,no,no,yes,no,no,no,0,0
xQjqKf8fsl8,0,10,no,no,no,yes,yes,not-sure,yes,yes,yes,no,no,1,1
xQjqKf8fsl8,10,20,no,yes,yes,yes,yes,not-sure,not-sure,yes,yes,not-sure,no,1,1
xQjqKf8fsl8,20,30,no,no,yes,yes,yes,yes,not-sure,yes,yes,not-sure,no,1,1
xQjqKf8fsl8,30,40,no,no,yes,yes,yes,not-sure,yes,yes,no,no,no,1,0
xQjqKf8fsl8,40,50,no,no,yes,yes,yes,not-sure,not-sure,yes,no,no,no,1,0
XS26ql7y2a4,0,10,not-sure,no,no,yes,no,no,no,yes,no,no,no,0,0
Bp73iQLiuso,150,160,no,no,no,yes,no,no,no,yes,no,yes,no,0,1
Bp73iQLiuso,280,290,no,yes,no,no,no,no,no,no,no,no,no,0,0
bqLjzh4PNrc,0,10,no,no,yes,no,no,no,no,yes,yes,yes,no,0,0
bvwD-2dOvQM,0,10,no,no,no,yes,no,no,no,yes,no,no,no,0,0
c1PoIjBBH2c,0,10,no,no,yes,no,no,no,no,yes,no,no,no,0,0
c1PoIjBBH2c,90,100,no,no,no,no,no,no,no,yes,no,no,no,0,0
c1PoIjBBH2c,30,40,no,no,no,no,no,no,no,yes,yes,no,no,0,0
c1PoIjBBH2c,110,120,no,no,no,no,no,no,no,yes,yes,no,no,0,0
c1PoIjBBH2c,120,130,no,no,no,no,no,no,no,yes,yes,yes,no,0,0
Cjtj2iq2kiw,0,10,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,0,0
Cjtj2iq2kiw,90,100,yes,no,no,no,no,no,no,yes,no,no,no,0,0
Cjtj2iq2kiw,480,490,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
Cjtj2iq2kiw,500,510,yes,yes,no,yes,no,no,yes,yes,no,no,no,0,0
Cjtj2iq2kiw,360,370,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
clMFPHQ4EDU,0,10,no,no,no,yes,no,yes,yes,yes,yes,yes,no,1,1
clMFPHQ4EDU,10,20,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,1,1
Cvh6IDC_dm4,0,10,no,yes,no,no,no,no,no,no,no,no,no,0,0
CVNJ-Xcbk2M,0,10,no,no,yes,yes,no,no,no,yes,no,no,no,1,0
CVNJ-Xcbk2M,990,1000,no,no,no,yes,no,yes,no,yes,yes,no,no,1,1
CVNJ-Xcbk2M,2190,2200,no,no,no,yes,no,no,no,yes,no,no,no,0,0
CVNJ-Xcbk2M,3640,3650,no,no,yes,yes,no,no,no,yes,yes,no,no,1,1
CVNJ-Xcbk2M,3650,3660,no,no,yes,yes,no,no,no,yes,no,no,no,1,0
d4wnO9hqEiA,0,10,no,yes,no,no,no,no,no,yes,no,yes,no,0,1
d4wnO9hqEiA,80,90,no,yes,yes,no,no,no,no,yes,yes,no,no,1,1
d4wnO9hqEiA,30,40,no,yes,yes,no,no,no,no,yes,yes,no,no,1,1
d4wnO9hqEiA,60,70,no,yes,yes,no,no,no,no,yes,no,no,no,1,0
d4wnO9hqEiA,40,50,no,yes,yes,no,no,no,no,yes,yes,no,no,1,1
Dh3bOivJgCE,0,10,no,no,yes,no,no,no,no,yes,yes,no,no,0,0
Dh3bOivJgCE,10,20,no,yes,yes,no,no,no,no,yes,no,no,no,1,0
Dh3bOivJgCE,20,30,no,yes,yes,no,no,no,no,yes,yes,no,no,1,1
Dh3bOivJgCE,30,40,no,yes,yes,no,no,no,no,yes,yes,no,no,1,1
dI7V0XmYqgw,0,10,no,no,yes,no,no,no,no,yes,yes,no,no,0,0
dI7V0XmYqgw,90,100,no,no,yes,no,no,no,no,yes,yes,no,no,0,0
dI7V0XmYqgw,50,60,yes,no,yes,no,no,no,no,yes,yes,yes,no,0,0
dI7V0XmYqgw,70,80,no,no,yes,no,no,no,no,yes,yes,yes,no,0,0
dI7V0XmYqgw,40,50,no,no,no,no,no,no,no,yes,yes,yes,no,0,0
dtJNqByqi-M,0,10,no,yes,no,no,no,no,no,yes,no,yes,no,0,1
Dv-EsGKMZEE,0,10,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,no,0,0
e2oNco9xXM0,0,10,no,no,no,yes,no,no,no,no,no,no,no,0,0
e2oNco9xXM0,90,100,no,no,no,yes,no,no,no,yes,no,no,no,0,0
e2oNco9xXM0,470,480,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
e2oNco9xXM0,320,330,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
e2oNco9xXM0,180,190,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
eJSca1VxJJk,0,10,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,no,0,0
epWFgHpEAFs,0,10,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,no,0,0
epWFgHpEAFs,90,100,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,no,0,0
epWFgHpEAFs,30,40,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,no,0,0
epWFgHpEAFs,200,210,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,no,0,0
epWFgHpEAFs,130,140,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,no,0,0
eSt04d3cx-g,0,10,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
eSt04d3cx-g,90,100,no,no,no,no,no,no,no,yes,no,no,no,0,0
eSt04d3cx-g,30,40,no,no,no,yes,no,no,no,yes,no,no,no,0,0
eSt04d3cx-g,50,60,no,no,no,no,no,no,no,yes,no,no,no,0,0
eSt04d3cx-g,120,130,no,no,no,no,no,no,no,yes,no,no,no,0,0
fgx3AlZYzWk,0,10,no,no,no,no,no,no,no,yes,no,no,no,0,0
fgx3AlZYzWk,50,60,no,no,no,no,no,no,no,yes,no,no,no,0,0
fgx3AlZYzWk,40,50,no,no,yes,no,no,no,no,yes,no,no,no,0,0
fgx3AlZYzWk,20,30,no,no,no,no,no,no,no,yes,no,no,no,0,0
fgx3AlZYzWk,10,20,no,no,no,no,no,no,no,no,no,no,no,0,0
FntqMFfoj4o,0,10,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
Fr9vIX4h2vE,0,10,no,no,no,yes,no,no,no,yes,no,no,no,0,0
Fr9vIX4h2vE,90,100,no,no,no,no,no,no,no,yes,no,no,no,0,0
Fr9vIX4h2vE,340,350,no,no,yes,no,no,no,no,yes,yes,yes,no,0,0
Fr9vIX4h2vE,250,260,no,no,yes,no,no,no,no,yes,yes,yes,no,0,0
Fr9vIX4h2vE,480,490,no,no,yes,no,no,no,no,yes,yes,no,no,0,0
fRygIWLkmyI,0,10,no,no,yes,no,no,no,no,yes,no,no,no,0,0
fRygIWLkmyI,90,100,no,no,yes,no,no,no,no,yes,no,no,no,0,0
fRygIWLkmyI,70,80,no,yes,yes,no,no,no,no,yes,no,no,no,1,0
fRygIWLkmyI,10,20,no,no,yes,no,no,no,no,yes,no,no,no,0,0
fRygIWLkmyI,30,40,no,yes,yes,no,no,no,no,yes,no,no,no,1,0
g6MMMDjWqSQ,0,10,no,no,no,yes,no,no,no,yes,no,no,no,0,0
GCmhdNCCsKc,0,10,no,no,yes,no,no,no,no,yes,no,no,no,0,0
GCmhdNCCsKc,10,20,no,no,yes,no,no,no,no,yes,no,no,no,0,0
GCmhdNCCsKc,20,30,no,no,yes,no,no,no,no,no,no,no,no,0,0
gEKnTjxRZXg,0,10,no,yes,yes,yes,no,no,no,yes,no,no,no,1,0
gEKnTjxRZXg,10,20,no,no,yes,yes,no,no,no,yes,no,no,no,1,0
gEKnTjxRZXg,20,30,no,yes,yes,yes,no,no,no,yes,no,no,no,1,0
gwqshA9KbFo,0,10,no,no,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,no,0,0
gwqshA9KbFo,990,1000,no,yes,yes,no,no,no,no,yes,no,no,no,1,0
gwqshA9KbFo,2900,2910,no,no,no,no,no,no,no,yes,no,no,no,0,0
gwqshA9KbFo,390,400,no,no,yes,no,no,no,no,yes,no,no,no,0,0
gwqshA9KbFo,2810,2820,no,yes,yes,no,no,no,no,yes,no,no,no,1,0
H-RxnJDV8iM,0,10,no,no,yes,no,no,no,no,yes,no,no,no,0,0
H-RxnJDV8iM,10,20,no,no,yes,no,no,no,no,yes,no,no,no,0,0
H-RxnJDV8iM,20,30,no,no,yes,no,no,no,no,yes,no,no,no,0,0
H-RxnJDV8iM,30,40,no,no,yes,no,no,no,no,yes,no,no,no,0,0
H75cSajCy2o,0,10,no,yes,yes,yes,yes,no,yes,yes,no,no,no,1,0
H75cSajCy2o,10,20,no,yes,yes,yes,yes,no,yes,yes,no,no,no,1,0
H75cSajCy2o,20,30,no,yes,yes,yes,no,no,no,yes,no,no,no,1,0
HoR5Tx4NGTQ,0,10,no,no,no,yes,no,no,no,yes,yes,no,no,0,1
HoR5Tx4NGTQ,90,100,no,no,yes,no,no,no,no,yes,no,yes,no,0,0
HoR5Tx4NGTQ,40,50,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,1,1
HoR5Tx4NGTQ,10,20,no,yes,yes,yes,no,no,no,yes,no,no,no,1,0
HoR5Tx4NGTQ,100,110,no,no,yes,no,no,no,no,yes,yes,yes,no,0,0
hSQ4GrW6kjI,0,10,no,yes,yes,yes,no,no,yes,yes,yes,no,no,1,1
hyUtEqQFj90,0,10,no,yes,yes,yes,no,no,no,yes,no,no,no,1,0
hyUtEqQFj90,50,60,no,no,yes,no,no,no,no,yes,no,no,no,0,0
hyUtEqQFj90,40,50,no,no,yes,no,no,no,no,yes,no,no,no,0,0
hyUtEqQFj90,10,20,no,no,yes,no,no,no,no,yes,no,no,no,0,0
hyUtEqQFj90,30,40,no,no,yes,no,no,no,no,yes,no,no,no,0,0
ia0-LJSbRf8,0,10,no,yes,no,yes,no,yes,no,yes,no,no,no,1,0
ia0-LJSbRf8,10,20,no,yes,no,yes,no,no,no,yes,no,no,no,0,0
ia0-LJSbRf8,20,30,no,yes,no,yes,yes,yes,yes,yes,no,no,no,1,0
ia0-LJSbRf8,30,40,no,yes,yes,yes,yes,yes,no,yes,no,no,no,1,0
ia0-LJSbRf8,40,50,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,1,0
icGgPHOjigM,0,10,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,no,0,0
icGgPHOjigM,80,90,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,no,0,0
icGgPHOjigM,40,50,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,no,0,0
icGgPHOjigM,20,30,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,no,0,0
icGgPHOjigM,50,60,not-sure,not-sure,not-sure,yes,yes,no,yes,yes,yes,yes,no,0,0
iFcIXGY22Ec,0,10,no,no,yes,no,no,no,no,yes,yes,yes,no,0,0
iFcIXGY22Ec,10,20,no,no,yes,no,no,no,no,yes,yes,yes,no,0,0
ITOro8mrD9g,0,10,no,no,yes,no,no,no,no,yes,no,no,no,0,0
ITOro8mrD9g,10,20,no,no,no,no,no,no,no,yes,yes,no,no,0,0
ITOro8mrD9g,20,30,no,no,no,no,no,no,no,yes,no,yes,no,0,0
ITOro8mrD9g,30,40,no,no,yes,yes,no,no,no,yes,yes,no,no,1,1
iVi6s2Sm_w4,0,10,no,no,no,no,no,no,no,yes,no,no,no,0,0
iVi6s2Sm_w4,10,20,no,no,no,no,no,no,no,yes,no,no,no,0,0
iVi6s2Sm_w4,20,30,no,no,no,no,no,no,no,yes,no,no,no,0,0
izpOI-Fl74g,0,10,no,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,no,0,0
izpOI-Fl74g,990,1000,no,yes,no,no,no,no,no,yes,no,no,no,0,0
izpOI-Fl74g,1840,1850,no,yes,no,no,no,no,no,yes,no,no,no,0,0
izpOI-Fl74g,3340,3350,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,not-sure,no,0,0
izpOI-Fl74g,750,760,no,yes,no,no,no,no,no,yes,no,no,no,0,0
J0T_AdzOBU0,0,10,no,no,yes,yes,yes,no,no,yes,yes,yes,no,1,1
Olrg8p8sZco,70,80,no,no,no,yes,yes,no,no,no,no,no,no,1,0
Olrg8p8sZco,30,40,no,no,no,yes,no,yes,no,yes,yes,no,no,1,1
Olrg8p8sZco,60,70,no,no,no,yes,yes,no,no,no,no,no,no,1,0
Op3qXf5Myic,0,10,no,yes,no,no,no,no,no,no,no,no,no,0,0
OTUkozJaI_4,0,10,no,no,yes,no,no,no,no,yes,no,no,no,0,0
OTUkozJaI_4,90,100,no,no,yes,no,no,no,no,yes,no,no,no,0,0
OTUkozJaI_4,100,110,yes,no,yes,yes,no,no,no,yes,no,no,no,0,0
OTUkozJaI_4,110,120,no,no,no,no,no,no,no,yes,no,no,no,0,0
OTUkozJaI_4,30,40,yes,no,yes,yes,no,no,no,yes,no,no,no,0,0
p1EgD0LHdsU,0,10,no,no,no,no,no,no,no,yes,yes,no,no,0,0
p1EgD0LHdsU,10,20,no,no,no,yes,no,no,no,yes,yes,yes,no,0,1
pGB3gd1DJsw,0,10,no,no,no,yes,no,no,no,yes,no,no,no,0,0
pGB3gd1DJsw,90,100,no,no,no,no,no,no,no,yes,no,no,no,0,0
pGB3gd1DJsw,20,30,no,no,no,yes,no,no,no,yes,no,no,no,0,0
pGB3gd1DJsw,160,170,no,no,no,no,no,no,no,yes,no,no,no,0,0
pGB3gd1DJsw,140,150,no,no,no,yes,no,no,no,yes,no,no,no,0,0
plX5aW4p55E,0,10,no,no,yes,yes,no,no,no,yes,yes,yes,no,1,1
plX5aW4p55E,50,60,no,no,yes,yes,no,no,no,yes,yes,yes,no,1,1
plX5aW4p55E,10,20,no,no,yes,yes,no,no,no,yes,yes,yes,no,1,1
plX5aW4p55E,40,50,no,no,yes,yes,yes,no,no,yes,yes,yes,no,1,1
plX5aW4p55E,30,40,no,no,yes,yes,no,no,no,yes,yes,yes,no,1,1
psVtmYgs128,0,10,no,no,no,yes,no,no,no,yes,no,no,no,0,0
qbAqJ1JBbBE,0,10,no,no,no,no,no,no,no,yes,no,no,no,0,0
qbAqJ1JBbBE,90,100,no,yes,no,no,no,no,no,yes,no,no,no,0,0
qbAqJ1JBbBE,200,210,no,yes,no,no,no,no,no,yes,no,no,no,0,0
qbAqJ1JBbBE,110,120,no,yes,no,no,no,no,no,yes,no,no,no,0,0
qbAqJ1JBbBE,360,370,no,yes,no,no,no,no,no,yes,no,no,no,0,0
qBybFKelzGc,0,10,yes,no,no,yes,no,no,no,yes,no,no,no,0,0
qBybFKelzGc,90,100,yes,yes,yes,yes,no,no,no,yes,no,no,no,0,0
qBybFKelzGc,10,20,yes,yes,no,yes,no,no,no,yes,no,no,no,0,0
qBybFKelzGc,140,150,yes,yes,yes,yes,no,no,no,yes,no,no,no,0,0
qBybFKelzGc,30,40,yes,no,no,yes,no,no,no,yes,no,no,no,0,0
Qh4pWb4uL1M,0,10,no,no,no,yes,no,no,no,yes,no,no,no,0,0
Qh4pWb4uL1M,990,1000,no,no,no,yes,no,no,no,yes,no,no,no,0,0
Qh4pWb4uL1M,550,560,no,no,no,yes,no,no,no,no,no,no,no,0,0
Qh4pWb4uL1M,590,600,no,no,no,yes,no,no,no,no,no,no,no,0,0
Qh4pWb4uL1M,1250,1260,no,no,no,yes,no,no,no,no,no,no,no,0,0
QHQ8zYu0J64,0,10,no,no,no,yes,no,no,no,yes,no,no,no,0,0
QHQ8zYu0J64,90,100,no,no,no,yes,no,no,no,yes,no,no,no,0,0
QHQ8zYu0J64,100,110,no,no,no,yes,no,no,no,yes,no,no,no,0,0
QHQ8zYu0J64,150,160,no,no,no,yes,no,no,no,yes,no,no,no,0,0
QHQ8zYu0J64,70,80,no,no,no,yes,no,no,no,yes,no,no,no,0,0
qlmJbz_5gHg,0,10,no,no,no,yes,yes,no,no,yes,no,yes,no,1,1
qlmJbz_5gHg,10,20,no,no,no,yes,yes,no,no,yes,no,yes,no,1,1
qm7Gk3B5UGY,0,10,no,no,yes,no,no,no,no,yes,no,no,no,0,0
qm7Gk3B5UGY,90,100,no,no,no,no,no,no,no,yes,no,no,no,0,0
qm7Gk3B5UGY,30,40,no,no,no,no,no,no,no,yes,no,no,no,0,0
qm7Gk3B5UGY,50,60,no,no,no,no,no,no,no,yes,no,no,no,0,0
qm7Gk3B5UGY,20,30,no,no,no,no,no,no,no,yes,no,no,no,0,0
qmEaYShKSmU,0,10,no,no,no,yes,no,no,no,yes,no,no,no,0,0
qmEaYShKSmU,90,100,no,no,no,yes,no,no,no,yes,no,no,no,0,0
qmEaYShKSmU,180,190,no,no,no,yes,yes,no,no,yes,yes,yes,no,1,1
qmEaYShKSmU,200,210,no,no,no,yes,yes,no,no,yes,yes,yes,no,1,1
qmEaYShKSmU,220,230,no,no,no,yes,yes,no,no,yes,no,yes,no,1,1
qoQMsnvs6N4,0,10,no,no,no,no,no,no,no,no,no,no,no,0,0
QVd0js8jcRg,0,10,no,no,no,no,no,no,no,yes,no,no,no,0,0
QVd0js8jcRg,90,100,no,no,no,yes,no,no,no,yes,no,no,no,0,0
QVd0js8jcRg,120,130,no,no,no,yes,no,no,no,yes,no,no,no,0,0
QVd0js8jcRg,80,90,no,no,no,yes,no,no,no,yes,no,no,no,0,0
QVd0js8jcRg,440,450,no,no,no,yes,no,no,no,yes,no,no,no,0,0
QWheNtS5kP0,0,10,no,no,no,yes,no,no,no,yes,no,no,no,0,0
QWheNtS5kP0,90,100,no,no,no,yes,no,no,no,yes,no,no,no,0,0
QWheNtS5kP0,270,280,no,no,no,yes,no,no,no,yes,no,no,no,0,0
QWheNtS5kP0,750,760,no,no,no,yes,no,no,no,yes,no,no,no,0,0
QWheNtS5kP0,30,40,no,no,no,yes,no,no,no,yes,no,no,no,0,0
QYA8kv8DiXo,0,10,no,no,no,yes,no,no,no,yes,no,no,no,0,0
QYA8kv8DiXo,990,1000,no,no,no,yes,no,no,no,yes,no,no,no,0,0
QYA8kv8DiXo,500,510,no,no,no,yes,no,no,no,yes,no,no,no,0,0
QYA8kv8DiXo,330,340,no,no,no,yes,no,no,no,yes,no,no,no,0,0
QYA8kv8DiXo,430,440,no,no,no,yes,no,no,no,yes,no,no,no,0,0
RDuoPMmaSQg,0,10,no,no,no,yes,no,no,no,yes,no,no,no,0,0
RDuoPMmaSQg,10,20,no,no,no,yes,no,no,no,yes,no,no,no,0,0
RDuoPMmaSQg,20,30,no,no,no,yes,no,no,no,yes,no,no,no,0,0
REdqqgXq9Dc,0,10,no,no,no,yes,no,no,no,yes,no,no,no,0,0
REdqqgXq9Dc,10,20,no,no,no,yes,no,no,no,yes,no,no,no,0,0
REdqqgXq9Dc,20,30,no,no,no,yes,no,no,no,yes,no,yes,no,0,1
REdqqgXq9Dc,30,40,no,no,no,yes,no,no,no,yes,no,no,no,0,0
REdqqgXq9Dc,40,50,no,no,no,yes,no,no,no,yes,no,no,no,0,0
rHXWo6ynpQI,0,10,no,no,no,yes,no,no,no,yes,no,no,no,0,0
rHXWo6ynpQI,90,100,no,no,no,yes,no,no,no,yes,no,no,no,0,0
rHXWo6ynpQI,70,80,no,no,no,no,no,no,no,yes,no,no,no,0,0
rHXWo6ynpQI,30,40,no,no,no,yes,no,no,no,yes,no,no,no,0,0
rHXWo6ynpQI,20,30,no,no,no,no,no,no,no,yes,no,no,no,0,0
RjNbRpjeyhc,0,10,no,no,no,yes,no,no,no,yes,yes,no,no,0,1
RjNbRpjeyhc,50,60,no,no,no,yes,no,no,no,yes,no,no,no,0,0
RjNbRpjeyhc,40,50,no,no,no,yes,no,no,no,yes,no,no,no,0,0
RjNbRpjeyhc,10,20,no,no,no,yes,no,no,no,yes,no,no,no,0,0
RjNbRpjeyhc,20,30,no,no,no,yes,no,no,no,yes,no,no,no,0,0
RnZKOMZ2om8,0,10,no,no,no,yes,no,no,no,yes,no,no,no,0,0
RnZKOMZ2om8,90,100,no,no,no,yes,no,no,no,yes,no,no,no,0,0
RnZKOMZ2om8,200,210,no,no,no,no,no,no,no,yes,no,no,no,0,0
RnZKOMZ2om8,460,470,no,no,no,yes,no,no,no,yes,no,no,no,0,0
RnZKOMZ2om8,180,190,no,no,no,no,no,no,no,yes,no,no,no,0,0
rVTLpPKPzaY,0,10,not-sure,not-sure,not-sure,yes,no,no,no,no,no,no,no,0,0
SB7QBKbo-DM,0,10,no,no,no,yes,no,no,no,yes,no,no,no,0,0
SB7QBKbo-DM,990,1000,yes,no,no,yes,no,no,no,yes,no,no,no,0,0
SB7QBKbo-DM,140,150,no,no,no,yes,no,no,no,no,no,no,no,0,0
SB7QBKbo-DM,470,480,no,no,no,yes,no,no,no,no,no,no,no,0,0
SB7QBKbo-DM,1080,1090,no,no,no,yes,no,no,no,yes,no,no,no,0,0
seojrce3yhw,0,10,no,no,no,yes,no,no,no,yes,no,yes,no,0,1
seojrce3yhw,70,80,no,no,no,yes,no,no,no,yes,no,yes,no,0,1
seojrce3yhw,20,30,no,no,no,yes,yes,no,no,yes,no,yes,no,1,1
seojrce3yhw,40,50,no,no,no,no,no,no,no,yes,no,yes,no,0,0
seojrce3yhw,60,70,no,no,no,no,no,no,no,yes,no,yes,no,0,0
